Order,Species,Ontology,GOBPI,Pvalue,OddsRatio,ExpCount,Count,Size,Term
265,V. destructor,MF,GO:0003826,0.00770655,267.9230769,0.007720904,1,2,alpha-ketoacid dehydrogenase activity
266,V. destructor,MF,GO:0016624,0.01915924,66.95192308,0.019302259,1,5,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
267,V. destructor,MF,GO:0031249,0.01915924,66.95192308,0.019302259,1,5,denatured protein binding
268,V. destructor,MF,GO:0104005,0.01915924,66.95192308,0.019302259,1,5,hijacked molecular function
269,V. destructor,MF,GO:0001618,0.01915924,66.95192308,0.019302259,1,5,virus receptor activity
270,V. destructor,MF,GO:0098918,0.022948437,53.55384615,0.023162711,1,6,structural constituent of synapse
271,V. destructor,MF,GO:0050998,0.022948437,53.55384615,0.023162711,1,6,nitric-oxide synthase binding
272,V. destructor,MF,GO:0099186,0.022948437,53.55384615,0.023162711,1,6,structural constituent of postsynapse
273,V. destructor,MF,GO:0098973,0.022948437,53.55384615,0.023162711,1,6,structural constituent of postsynaptic actin cytoskeleton
274,V. destructor,MF,GO:0005198,0.02614322,3.947352854,1.150414641,4,298,structural molecule activity
275,V. destructor,MF,GO:0031492,0.026723536,44.62179487,0.027023163,1,7,nucleosomal DNA binding
276,V. destructor,MF,GO:0005201,0.030484587,38.24175824,0.030883615,1,8,extracellular matrix structural constituent
277,V. destructor,MF,GO:0030957,0.030484587,38.24175824,0.030883615,1,8,Tat protein binding
278,V. destructor,MF,GO:0019894,0.034231641,33.45673077,0.034744066,1,9,kinesin binding
279,V. destructor,MF,GO:0000980,0.034231641,33.45673077,0.034744066,1,9,RNA polymerase II distal enhancer sequence-specific DNA binding
280,V. destructor,MF,GO:0005524,0.037570586,2.739470256,2.563340006,6,664,ATP binding
281,V. destructor,MF,GO:0001106,0.037964747,29.73504274,0.038604518,1,10,RNA polymerase II transcription corepressor activity
282,V. destructor,MF,GO:0044183,0.037964747,29.73504274,0.038604518,1,10,protein binding involved in protein folding
283,V. destructor,MF,GO:0032559,0.040024215,2.694183062,2.601944524,6,674,adenyl ribonucleotide binding
284,V. destructor,MF,GO:0030554,0.040780355,2.680860123,2.613525879,6,677,adenyl nucleotide binding
285,V. destructor,MF,GO:0023023,0.041683955,26.75769231,0.04246497,1,11,MHC protein complex binding
286,V. destructor,MF,GO:0023026,0.041683955,26.75769231,0.04246497,1,11,MHC class II protein complex binding
287,V. destructor,MF,GO:0001191,0.041683955,26.75769231,0.04246497,1,11,"transcriptional repressor activity, RNA polymerase II transcription factor binding"
288,V. destructor,MF,GO:0042302,0.044827054,6.400930233,0.33971976,2,88,structural constituent of cuticle
289,V. destructor,MF,GO:0050542,0.045389316,24.32167832,0.046325422,1,12,icosanoid binding
290,V. destructor,MF,GO:1990833,0.045389316,24.32167832,0.046325422,1,12,clathrin-uncoating ATPase activity
291,V. destructor,MF,GO:0031685,0.045389316,24.32167832,0.046325422,1,12,adenosine receptor binding
292,V. destructor,MF,GO:0031686,0.045389316,24.32167832,0.046325422,1,12,A1 adenosine receptor binding
293,V. destructor,MF,GO:0001158,0.045389316,24.32167832,0.046325422,1,12,enhancer sequence-specific DNA binding
294,V. destructor,MF,GO:1904593,0.045389316,24.32167832,0.046325422,1,12,prostaglandin binding
295,V. destructor,MF,GO:0055131,0.045389316,24.32167832,0.046325422,1,12,C3HC4-type RING finger domain binding
296,V. destructor,MF,GO:0008134,0.048561882,6.112888889,0.355161567,2,92,transcription factor binding
297,V. destructor,MF,GO:0035326,0.049080878,22.29166667,0.050185874,1,13,enhancer binding
298,V. destructor,MF,GO:0042826,0.049080878,22.29166667,0.050185874,1,13,histone deacetylase binding
299,V. destructor,MF,GO:0031491,0.049080878,22.29166667,0.050185874,1,13,nucleosome binding
300,V. destructor,MF,GO:0016620,0.049080878,22.29166667,0.050185874,1,13,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
301,V. destructor,CC,GO:1990234,0.000832059,13.62235067,0.476062399,4,177,transferase complex
302,V. destructor,CC,GO:0072562,0.001086753,54.27941176,0.051102743,2,19,blood microparticle
303,V. destructor,CC,GO:0005694,0.001614621,11.27536232,0.567509414,4,211,chromosome
304,V. destructor,CC,GO:0099080,0.003177004,13.39006211,0.317374933,3,118,supramolecular complex
305,V. destructor,CC,GO:0099081,0.003177004,13.39006211,0.317374933,3,118,supramolecular polymer
306,V. destructor,CC,GO:0043209,0.003288757,29.65322581,0.088757396,2,33,myelin sheath
307,V. destructor,CC,GO:0000123,0.003489286,28.71875,0.091447015,2,34,histone acetyltransferase complex
308,V. destructor,CC,GO:1902493,0.003695444,27.84090909,0.094136633,2,35,acetyltransferase complex
309,V. destructor,CC,GO:0014069,0.003695444,27.84090909,0.094136633,2,35,postsynaptic density
310,V. destructor,CC,GO:0031248,0.003695444,27.84090909,0.094136633,2,35,protein acetyltransferase complex
311,V. destructor,CC,GO:0099572,0.003695444,27.84090909,0.094136633,2,35,postsynaptic specialization
312,V. destructor,CC,GO:0000785,0.003744288,12.5971897,0.336202259,3,125,chromatin
313,V. destructor,CC,GO:0032279,0.00412454,26.23571429,0.099515869,2,37,asymmetric synapse
314,V. destructor,CC,GO:0045121,0.00412454,26.23571429,0.099515869,2,37,membrane raft
315,V. destructor,CC,GO:0098857,0.00412454,26.23571429,0.099515869,2,37,membrane microdomain
316,V. destructor,CC,GO:0098589,0.004347428,25.5,0.102205487,2,38,membrane region
317,V. destructor,CC,GO:0098984,0.004809758,24.14473684,0.107584723,2,40,neuron to neuron synapse
318,V. destructor,CC,GO:0098644,0.005372724,411.8888889,0.005379236,1,2,complex of collagen trimers
319,V. destructor,CC,GO:0005615,0.006504239,10.23681687,0.408821947,3,152,extracellular space
320,V. destructor,CC,GO:1902494,0.007360759,7.180952381,0.857988166,4,319,catalytic complex
321,V. destructor,CC,GO:0005925,0.007738768,18.66836735,0.137170522,2,51,focal adhesion
322,V. destructor,CC,GO:0030055,0.008036756,18.29,0.13986014,2,52,cell-substrate junction
323,V. destructor,CC,GO:0005924,0.008036756,18.29,0.13986014,2,52,cell-substrate adherens junction
324,V. destructor,CC,GO:0043527,0.008049331,205.8888889,0.008068854,1,3,tRNA methyltransferase complex
325,V. destructor,CC,GO:0031515,0.008049331,205.8888889,0.008068854,1,3,tRNA (m1A) methyltransferase complex
326,V. destructor,CC,GO:0032991,0.009047001,5.670366944,2.926304465,7,1088,protein-containing complex
327,V. destructor,CC,GO:0098794,0.009932623,16.30357143,0.155997848,2,58,postsynapse
328,V. destructor,CC,GO:0005912,0.010266365,16.01315789,0.158687466,2,59,adherens junction
329,V. destructor,CC,GO:0070161,0.010266365,16.01315789,0.158687466,2,59,anchoring junction
330,V. destructor,CC,GO:0044451,0.01040649,8.549636804,0.484131253,3,180,nucleoplasm part
331,V. destructor,CC,GO:0044427,0.010566615,8.499197432,0.486820871,3,181,chromosomal part
332,V. destructor,CC,GO:0031012,0.011297568,15.2,0.166756321,2,62,extracellular matrix
333,V. destructor,CC,GO:0000790,0.011651216,14.94672131,0.169445939,2,63,nuclear chromatin
334,V. destructor,CC,GO:0099513,0.012009781,14.7016129,0.172135557,2,64,polymeric cytoskeletal fiber
335,V. destructor,CC,GO:0005581,0.013383107,102.8888889,0.01344809,1,5,collagen trimer
336,V. destructor,CC,GO:0035060,0.013383107,102.8888889,0.01344809,1,5,brahma complex
337,V. destructor,CC,GO:0000124,0.016040303,82.28888889,0.016137708,1,6,SAGA complex
338,V. destructor,CC,GO:0097433,0.016040303,82.28888889,0.016137708,1,6,dense body
339,V. destructor,CC,GO:0044454,0.017108047,12.11,0.207100592,2,77,nuclear chromosome part
340,V. destructor,CC,GO:0044421,0.018207762,6.861074705,0.594405594,3,221,extracellular region part
341,V. destructor,CC,GO:0030424,0.019278453,11.3375,0.220548682,2,82,axon
342,V. destructor,CC,GO:0000228,0.019726075,11.19444444,0.2232383,2,83,nuclear chromosome
343,V. destructor,CC,GO:0070062,0.021095621,10.78571429,0.231307154,2,86,extracellular exosome
344,V. destructor,CC,GO:0033179,0.021335381,58.74603175,0.021516945,1,8,"proton-transporting V-type ATPase, V0 domain"
345,V. destructor,CC,GO:0016235,0.021335381,58.74603175,0.021516945,1,8,aggresome
346,V. destructor,CC,GO:0002199,0.021335381,58.74603175,0.021516945,1,8,zona pellucida receptor complex
347,V. destructor,CC,GO:0002102,0.021335381,58.74603175,0.021516945,1,8,podosome
348,V. destructor,CC,GO:1903561,0.022504729,10.40517241,0.239376009,2,89,extracellular vesicle
349,V. destructor,CC,GO:0043230,0.022504729,10.40517241,0.239376009,2,89,extracellular organelle
350,V. destructor,CC,GO:0070461,0.0266048,45.66666667,0.026896181,1,10,SAGA-type complex
351,V. destructor,CC,GO:0005726,0.0266048,45.66666667,0.026896181,1,10,perichromatin fibrils
352,V. destructor,CC,GO:0035267,0.029229922,41.08888889,0.029585799,1,11,NuA4 histone acetyltransferase complex
353,V. destructor,CC,GO:0005604,0.029229922,41.08888889,0.029585799,1,11,basement membrane
354,V. destructor,CC,GO:0044456,0.031757526,8.578571429,0.287789134,2,107,synapse part
355,V. destructor,CC,GO:0000974,0.03184867,37.34343434,0.032275417,1,12,Prp19 complex
356,V. destructor,CC,GO:0044420,0.03184867,37.34343434,0.032275417,1,12,extracellular matrix component
357,V. destructor,CC,GO:0008180,0.03184867,37.34343434,0.032275417,1,12,COP9 signalosome
358,V. destructor,CC,GO:0043189,0.03184867,37.34343434,0.032275417,1,12,H4/H2A histone acetyltransferase complex
359,V. destructor,CC,GO:0099522,0.03184867,37.34343434,0.032275417,1,12,region of cytosol
360,V. destructor,CC,GO:0099523,0.03184867,37.34343434,0.032275417,1,12,presynaptic cytosol
361,V. destructor,CC,GO:0099524,0.03184867,37.34343434,0.032275417,1,12,postsynaptic cytosol
362,V. destructor,CC,GO:1990836,0.03184867,37.34343434,0.032275417,1,12,lysosomal matrix
363,V. destructor,CC,GO:1990124,0.034461059,34.22222222,0.034965035,1,13,messenger ribonucleoprotein complex
364,V. destructor,CC,GO:0031011,0.034461059,34.22222222,0.034965035,1,13,Ino80 complex
365,V. destructor,CC,GO:0033202,0.034461059,34.22222222,0.034965035,1,13,DNA helicase complex
366,V. destructor,CC,GO:0043202,0.034461059,34.22222222,0.034965035,1,13,lysosomal lumen
367,V. destructor,CC,GO:1902562,0.037067102,31.58119658,0.037654653,1,14,H4 histone acetyltransferase complex
368,V. destructor,CC,GO:0016234,0.037067102,31.58119658,0.037654653,1,14,inclusion body
369,V. destructor,CC,GO:0099512,0.037458771,7.810869565,0.314685315,2,117,supramolecular fiber
370,V. destructor,CC,GO:0030027,0.039666813,29.31746032,0.040344271,1,15,lamellipodium
371,V. destructor,CC,GO:0097346,0.039666813,29.31746032,0.040344271,1,15,INO80-type complex
372,V. destructor,CC,GO:0005775,0.039666813,29.31746032,0.040344271,1,15,vacuolar lumen
373,V. destructor,CC,GO:0030054,0.041060671,7.411157025,0.330823023,2,123,cell junction
374,V. destructor,CC,GO:0005882,0.042260206,27.35555556,0.043033889,1,16,intermediate filament
375,V. destructor,CC,GO:0005884,0.042260206,27.35555556,0.043033889,1,16,actin filament
376,V. destructor,CC,GO:0033176,0.042260206,27.35555556,0.043033889,1,16,proton-transporting V-type ATPase complex
377,V. destructor,CC,GO:0033177,0.042260206,27.35555556,0.043033889,1,16,"proton-transporting two-sector ATPase complex, proton-transporting domain"
378,V. destructor,CC,GO:0042470,0.042260206,27.35555556,0.043033889,1,16,melanosome
379,V. destructor,CC,GO:0034708,0.042260206,27.35555556,0.043033889,1,16,methyltransferase complex
380,V. destructor,CC,GO:0048770,0.042260206,27.35555556,0.043033889,1,16,pigment granule
381,V. destructor,CC,GO:0045202,0.042910872,7.225806452,0.338891877,2,126,synapse
382,V. destructor,CC,GO:0043204,0.047428089,24.12418301,0.048413125,1,18,perikaryon
